Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date,CTR,Conv_Rate,Spend,ROAS,Non_Conversions
NY-CMP-1022,Email,Working Women,9,"WhatsApp, YouTube",74423,3139,1622,1149,629652,89.52,5.12,Bengali,7.94,Premium Shoppers,2025-02-03,0.04217782137242519,0.3660401401720293,102858.48,6.12153708668454,1990
NY-CMP-1023,SEO,Working Women,9,"Google, Email, WhatsApp",77708,4985,1363,916,632040,120.36,4.73,Bengali,9.35,Tier 2 City Customers,2025-05-07,0.06415040922427549,0.18375125376128384,110249.76,5.732801595214357,4069
NY-CMP-1024,SEO,Working Women,21,"YouTube, Facebook",89970,10679,4140,3003,1537536,69.87,6.33,English,19.81,Working Women,2025-03-10,0.11869512059575414,0.28120610544058433,209819.61000000002,7.32789466151424,7676
NY-CMP-1025,SEO,Working Women,25,"Google, Facebook",96295,8911,2116,872,441232,148.17,2.41,Hindi,12.36,Tier 2 City Customers,2024-11-17,0.09253855340360351,0.0978565817528897,129204.23999999999,3.4149962880475133,8039
NY-CMP-1026,Influencer,Working Women,29,"Google, Instagram, WhatsApp",59234,4994,1531,892,226568,270.76,-0.06,Tamil,12.52,College Students,2024-10-16,0.08430968700408549,0.17861433720464556,241517.91999999998,0.9381001625055401,4102
NY-CMP-1027,Social Media,Working Women,15,YouTube,74702,10110,5298,2481,1220652,49.62,8.91,Tamil,23.95,Premium Shoppers,2025-02-10,0.13533774196139328,0.2454005934718101,123107.21999999999,9.915356711003628,7629
NY-CMP-1028,Paid Ads,Youth,15,"Instagram, Google, YouTube",26353,3943,1879,746,458044,214.56,1.86,Tamil,24.92,College Students,2025-03-30,0.1496224338784958,0.1891960436216079,160061.76,2.861670395227442,3197
NY-CMP-1029,Email,Youth,26,"WhatsApp, Instagram, Email",16978,1079,372,164,56908,1784.37,-0.81,English,9.51,Youth,2024-07-24,0.06355283307810107,0.1519925857275255,292636.68,0.19446639430163026,915
NY-CMP-1030,SEO,College Students,18,YouTube,92924,9525,4340,2242,652422,27.28,9.67,English,17.33,Youth,2025-03-17,0.10250312082992553,0.23538057742782154,61161.76,10.66715542521994,7283
NY-CMP-1031,SEO,Working Women,7,"Email, Facebook, WhatsApp",96549,13114,3791,1202,366610,74.34,3.1,Hindi,18.75,Premium Shoppers,2025-06-04,0.1358274037017473,0.09165777032179351,89356.68000000001,4.102771051923594,11912
NY-CMP-1032,Social Media,Premium Shoppers,17,"Instagram, WhatsApp, Facebook",72628,6488,1923,1181,243286,231.17,-0.11,Tamil,13.21,Premium Shoppers,2025-05-09,0.08933193809550036,0.18202836004932182,273011.76999999996,0.8911190898472987,5307
NY-CMP-1033,Social Media,Youth,19,"WhatsApp, Google, YouTube",61270,3309,1588,582,346872,320.86,0.86,English,8.94,Youth,2024-12-31,0.05400685490452097,0.17588395285584768,186740.52000000002,1.8575079473913854,2727
NY-CMP-1034,SEO,College Students,22,"Email, Facebook, YouTube",29199,1719,704,274,101928,727.09,-0.49,Tamil,9.24,Working Women,2024-07-05,0.05887187917394431,0.15939499709133217,199222.66,0.5116285466723515,1445
NY-CMP-1035,Paid Ads,College Students,11,"Google, Facebook, WhatsApp",19637,478,236,173,108471,498.5,0.26,Tamil,4.52,Tier 2 City Customers,2024-10-12,0.024341803737841828,0.3619246861924686,86240.5,1.2577733199598797,305
NY-CMP-1036,Influencer,Premium Shoppers,19,"Facebook, Instagram, Email",23746,1503,747,458,101218,229.15,-0.04,Hindi,11.4,Tier 2 City Customers,2024-12-07,0.0632948707150678,0.3047238855622089,104950.7,0.9644337770019638,1045
NY-CMP-1037,Paid Ads,Tier 2 City Customers,6,"Facebook, YouTube, Email",53926,7219,1902,1105,339235,221.64,0.39,Bengali,18.96,Youth,2024-10-18,0.13386863479583133,0.1530682920072032,244912.19999999998,1.3851290380797692,6114
NY-CMP-1038,Influencer,Premium Shoppers,6,Email,35806,2631,999,365,198925,362.79,0.5,English,11.16,Youth,2025-03-22,0.0734793051443892,0.13873052071455722,132418.35,1.5022464786791256,2266
NY-CMP-1039,Email,Premium Shoppers,6,"Facebook, YouTube, Instagram",31729,2418,773,403,207142,400.55,0.28,Bengali,11.33,Youth,2024-10-21,0.07620788553058716,0.16666666666666666,161421.65,1.2832355511172138,2015
NY-CMP-1040,Influencer,Premium Shoppers,29,Email,10338,864,412,299,127075,438.17,-0.03,English,15.24,Tier 2 City Customers,2024-09-15,0.08357515960533952,0.3460648148148148,131012.83,0.9699431727411735,565
NY-CMP-1041,Paid Ads,Tier 2 City Customers,7,"Instagram, WhatsApp, Facebook",96095,12738,6327,2845,631590,56.36,2.94,Bengali,22.8,College Students,2025-03-23,0.132556324470576,0.22334746428010677,160344.2,3.938963804116394,9893
NY-CMP-1042,Influencer,Premium Shoppers,7,"WhatsApp, YouTube, Instagram",96219,11237,5367,3599,910547,68.47,2.69,Hindi,21.0,Working Women,2024-08-31,0.11678566603269624,0.3202812138471122,246423.53,3.6950489265371695,7638
NY-CMP-1043,Influencer,Premium Shoppers,30,YouTube,37002,2753,979,780,371280,123.02,2.87,Tamil,12.19,College Students,2025-05-29,0.0744013837089887,0.2833272793316382,95955.59999999999,3.8692895464152173,1973
NY-CMP-1044,SEO,College Students,29,"Google, Instagram",65776,4977,1606,901,370311,74.44,4.52,Bengali,11.38,Tier 2 City Customers,2025-04-26,0.07566589637557772,0.1810327506530038,67070.44,5.521225147770016,4076
NY-CMP-1045,Social Media,Tier 2 City Customers,12,WhatsApp,57520,3932,2101,1431,1027458,128.93,4.57,English,12.98,Premium Shoppers,2024-08-24,0.06835883171070932,0.36393692777212616,184498.83000000002,5.568913363840843,2501
NY-CMP-1046,Email,Working Women,24,"Facebook, WhatsApp, Google",52752,5831,3299,2095,509085,139.77,0.74,Bengali,21.28,Youth,2024-08-05,0.11053609341825903,0.35928657177156575,292818.15,1.7385705086928525,3736
NY-CMP-1047,Social Media,College Students,5,YouTube,14944,1268,482,318,104304,319.84,0.03,Hindi,13.84,Working Women,2025-04-02,0.08485010706638116,0.250788643533123,101709.12,1.0255127563781892,950
NY-CMP-1048,Email,Youth,22,Instagram,53290,3905,1034,535,344540,131.77,3.89,Tamil,10.27,Working Women,2024-08-22,0.07327828860949522,0.13700384122919335,70496.95000000001,4.887303635121802,3370
NY-CMP-1049,SEO,Working Women,14,Google,41687,2215,911,568,358408,277.67,1.27,English,8.86,Working Women,2025-03-04,0.0531340705735601,0.2564334085778781,157716.56,2.2724817229084886,1647
NY-CMP-1050,Paid Ads,Working Women,30,"WhatsApp, Facebook",67932,9449,5194,3230,839800,33.28,6.81,English,26.31,Working Women,2024-11-04,0.13909497733027146,0.3418351148269658,107494.40000000001,7.812499999999999,6219
NY-CMP-1051,Email,Tier 2 City Customers,16,"Google, YouTube",78991,6551,3460,2657,810385,49.89,5.11,Hindi,16.04,Premium Shoppers,2025-04-16,0.0829334987530225,0.40558693329262707,132557.73,6.11344958909601,3894
NY-CMP-1052,Social Media,Working Women,12,"Facebook, Instagram, WhatsApp",97822,5691,2022,1271,579576,210.15,1.17,Bengali,9.18,Premium Shoppers,2024-11-15,0.05817709717650426,0.22333509049376207,267100.65,2.169878658101356,4420
NY-CMP-1053,Email,Tier 2 City Customers,14,"YouTube, Facebook, Email",77985,6461,3033,1379,995638,180.5,3.0,English,13.94,Premium Shoppers,2024-08-07,0.08284926588446496,0.2134344528710726,248909.5,4.0,5082
NY-CMP-1054,Paid Ads,Working Women,12,"Google, YouTube, Instagram",82079,2124,1057,472,232224,620.82,-0.21,Tamil,4.45,College Students,2025-06-13,0.025877508254242863,0.2222222222222222,293027.04000000004,0.7925002416159272,1652
NY-CMP-1055,Paid Ads,Tier 2 City Customers,16,Instagram,66781,8932,3662,1790,721370,150.42,1.68,Bengali,21.54,Premium Shoppers,2025-03-18,0.13375061769066052,0.20040304523063143,269251.8,2.6791650046536364,7142
NY-CMP-1056,Influencer,Working Women,11,"Email, Facebook",72001,8840,2425,1271,846486,54.74,11.17,English,17.41,Tier 2 City Customers,2024-07-27,0.12277607255454785,0.14377828054298641,69574.54000000001,12.166605772743878,7569
NY-CMP-1057,Email,Youth,27,"WhatsApp, YouTube",43454,5590,1836,1046,343088,182.35,0.8,Hindi,19.5,Tier 2 City Customers,2024-12-03,0.12864178211441984,0.18711985688729874,190738.1,1.798738689333699,4544
NY-CMP-1058,Influencer,College Students,28,"Instagram, Google",24558,1700,671,326,235698,189.39,2.82,Tamil,10.98,Tier 2 City Customers,2025-02-13,0.06922387816597443,0.19176470588235295,61741.13999999999,3.8175194044036123,1374
NY-CMP-1059,Email,Tier 2 City Customers,12,"Instagram, Email, YouTube",51784,3169,1762,1042,803382,141.09,4.46,Bengali,11.53,Tier 2 City Customers,2025-03-11,0.061196508574076935,0.3288103502682234,147015.78,5.464597065702743,2127
NY-CMP-1060,SEO,Tier 2 City Customers,12,"YouTube, Facebook, Google",61841,6086,2165,1542,1201218,38.2,19.39,Bengali,15.84,College Students,2025-01-10,0.09841367377629728,0.25336838646072957,58904.4,20.39267015706806,4544
NY-CMP-1061,SEO,Youth,5,Email,80683,2154,985,786,248376,244.18,0.29,Bengali,4.86,Youth,2025-04-30,0.026697073733004475,0.3649025069637883,191925.48,1.2941272831517732,1368
NY-CMP-1062,Email,Premium Shoppers,20,"Facebook, Instagram",82701,4194,1345,869,323268,230.37,0.61,Bengali,7.75,Tier 2 City Customers,2024-09-01,0.05071280879312221,0.2072007629947544,200191.53,1.6147935929157442,3325
NY-CMP-1063,SEO,Youth,8,WhatsApp,80457,9646,2336,1659,643692,125.03,2.1,Hindi,16.95,College Students,2025-02-24,0.11989012764582324,0.17198838896952104,207424.77,3.103255218747501,7987
NY-CMP-1064,SEO,College Students,13,"YouTube, WhatsApp",34565,819,304,211,137150,1099.71,-0.41,Hindi,3.86,Youth,2025-05-28,0.02369448864458267,0.2576312576312576,232038.81,0.591064917114512,608
NY-CMP-1065,Email,Working Women,25,"YouTube, Facebook, Google",41740,1039,561,322,154882,328.9,0.46,Tamil,4.6,Tier 2 City Customers,2025-04-29,0.02489218974604696,0.30991337824831566,105905.79999999999,1.4624505928853757,717
NY-CMP-1066,Social Media,College Students,29,"Instagram, Google",28052,1240,513,377,166634,221.3,1.0,Tamil,7.59,Tier 2 City Customers,2024-08-17,0.04420362184514473,0.3040322580645161,83430.1,1.9972887483054675,863
NY-CMP-1067,Social Media,Youth,6,"WhatsApp, Facebook, YouTube",36769,2948,797,370,237170,576.24,0.11,Tamil,11.19,Premium Shoppers,2025-02-06,0.08017623541570344,0.1255088195386703,213208.80000000002,1.1123837290018048,2578
NY-CMP-1068,Email,College Students,26,WhatsApp,59910,3712,1431,951,427950,303.73,0.48,English,10.17,Working Women,2025-03-25,0.061959606075780334,0.2561961206896552,288847.23000000004,1.4815790340104695,2761
NY-CMP-1069,Social Media,Working Women,20,"Google, WhatsApp",51907,1717,484,275,137225,316.3,0.58,English,4.77,Premium Shoppers,2024-07-12,0.03307839019785385,0.16016307513104253,86982.5,1.5776161871640848,1442
NY-CMP-1070,Email,Working Women,21,"Email, Instagram",54847,7764,3946,1326,502554,50.86,6.45,English,23.77,Tier 2 City Customers,2025-03-26,0.14155742337775995,0.17078825347758886,67440.36,7.4518285489579235,6438
NY-CMP-1071,Social Media,Working Women,11,Google,68542,8178,3828,1207,280024,179.89,0.29,Hindi,19.28,Tier 2 City Customers,2024-12-23,0.11931370546526217,0.1475910980679873,217127.22999999998,1.2896770248485188,6971
NY-CMP-1072,Influencer,College Students,17,"Google, YouTube",73165,5735,2225,1582,1170680,143.08,4.17,Tamil,13.04,College Students,2024-12-27,0.07838447345042028,0.27585004359197907,226352.56000000003,5.171931786413195,4153
NY-CMP-1073,Email,Working Women,17,"Instagram, YouTube",26416,1545,401,226,68478,395.28,-0.23,Hindi,8.22,College Students,2024-09-15,0.05848728043609933,0.14627831715210357,89333.28,0.7665452337583485,1319
NY-CMP-1074,Email,Tier 2 City Customers,11,"WhatsApp, Email, Google",97611,7838,2476,1741,541451,164.53,0.89,Bengali,12.35,Working Women,2024-08-29,0.08029832703281392,0.222122990558816,286446.73,1.8902327842946576,6097
NY-CMP-1075,Email,Premium Shoppers,29,YouTube,48871,6658,3972,2058,1636110,133.98,4.93,Bengali,25.96,Working Women,2024-11-14,0.1362362137054695,0.3091018323820967,275730.83999999997,5.933721450962831,4600
NY-CMP-1076,Influencer,Tier 2 City Customers,24,"Google, Facebook, Instagram",74794,6057,1939,1470,799680,100.41,4.42,English,12.66,Youth,2024-07-07,0.08098243174586196,0.24269440316988608,147602.69999999998,5.417787073000698,4587
NY-CMP-1077,Social Media,Premium Shoppers,13,"Instagram, YouTube, WhatsApp",37745,1091,361,114,45030,1000.73,-0.61,English,4.15,Working Women,2025-02-23,0.028904490661014703,0.10449129239230064,114083.22,0.3947118603419504,977
NY-CMP-1078,Email,Working Women,26,"Instagram, Facebook, Google",41410,905,449,156,75504,1252.69,-0.61,Bengali,3.65,Premium Shoppers,2024-07-20,0.021854624486838926,0.1723756906077348,195419.64,0.3863685349128675,749
NY-CMP-1079,Paid Ads,Premium Shoppers,17,"Instagram, Email, YouTube",30448,4531,1041,767,546871,315.83,1.26,Bengali,20.82,Premium Shoppers,2024-08-28,0.14881108775617446,0.16927830500993157,242241.61,2.257543615236045,3764
NY-CMP-1080,Email,Working Women,6,"Email, Google",79031,7614,1912,1166,719422,87.2,6.08,Bengali,13.53,Youth,2025-03-09,0.09634194176968532,0.15313895455739426,101675.2,7.075688073394495,6448
NY-CMP-1081,Social Media,Youth,12,"Email, Instagram, WhatsApp",69794,3864,1627,923,318435,271.48,0.27,Hindi,9.19,Working Women,2025-01-15,0.055362925179814886,0.23887163561076605,250576.04,1.2708118461765139,2941
NY-CMP-1082,Social Media,Tier 2 City Customers,11,Google,10613,1093,468,344,73272,693.71,-0.69,Hindi,17.95,Working Women,2025-05-09,0.10298690285498917,0.31473010064043916,238636.24000000002,0.30704473050698416,749
NY-CMP-1083,SEO,Youth,9,"WhatsApp, Facebook, Google",14824,1848,713,229,111294,542.97,-0.1,Hindi,18.82,Premium Shoppers,2025-06-11,0.12466270912034538,0.12391774891774891,124340.13,0.8950770760815514,1619
NY-CMP-1084,Influencer,Tier 2 City Customers,22,WhatsApp,38900,4362,1416,1056,291456,212.22,0.3,Tamil,17.57,College Students,2024-11-06,0.11213367609254499,0.24209078404401652,224104.32,1.3005371783997737,3306
NY-CMP-1085,Paid Ads,Youth,10,"Email, WhatsApp, Facebook",27040,1352,274,153,42075,460.92,-0.4,Hindi,6.58,Premium Shoppers,2025-06-07,0.05,0.11316568047337278,70520.76000000001,0.5966328213138938,1199
NY-CMP-1086,Influencer,College Students,16,"Facebook, Instagram",45406,2768,1052,747,511695,321.69,1.13,Bengali,10.06,Youth,2024-09-29,0.060961106461701095,0.26986994219653176,240302.43,2.1293792160154186,2021
NY-CMP-1087,Social Media,College Students,5,"Instagram, Google",48041,2478,1229,553,311892,511.7,0.1,English,8.87,College Students,2025-06-20,0.05158094127932391,0.2231638418079096,282970.1,1.1022083251905415,1925
NY-CMP-1088,Social Media,Working Women,30,"Instagram, Facebook, Email",84207,6175,1941,1352,461032,214.63,0.59,Bengali,11.24,Working Women,2024-10-29,0.07333119574382177,0.21894736842105264,290179.76,1.588780692354284,4823
NY-CMP-1089,Social Media,Youth,16,"Google, WhatsApp",77548,1844,706,226,72772,1072.32,-0.7,Hindi,3.58,Tier 2 City Customers,2024-08-27,0.02377882085933873,0.12255965292841649,242344.31999999998,0.3002834974634438,1618
NY-CMP-1090,Email,Premium Shoppers,13,"Instagram, Email",76619,7278,3935,1746,790938,152.82,1.96,Tamil,16.91,Tier 2 City Customers,2024-11-05,0.09498949346767772,0.23990107172300082,266823.72,2.964271692186887,5532
NY-CMP-1091,SEO,Tier 2 City Customers,21,YouTube,37600,2906,1624,1006,690116,253.33,1.71,English,14.72,Premium Shoppers,2025-04-10,0.0772872340425532,0.346180316586373,254849.98,2.7079303675048356,1900
NY-CMP-1092,Social Media,College Students,7,"WhatsApp, Instagram, Google",32302,1239,367,156,124800,1295.52,-0.38,Hindi,5.45,Tier 2 City Customers,2025-04-12,0.03835675809547397,0.12590799031476999,202101.12,0.6175126590095097,1083
NY-CMP-1093,Email,Premium Shoppers,9,"Email, YouTube, WhatsApp",11042,459,189,96,60960,2660.53,-0.76,Hindi,6.74,Working Women,2025-01-25,0.041568556420938235,0.20915032679738563,255410.88,0.23867424911577767,363
NY-CMP-1094,Influencer,College Students,18,Google,12916,1058,269,84,23352,725.46,-0.62,Hindi,10.92,Working Women,2024-08-05,0.08191390523381852,0.07939508506616257,60938.64,0.3832051388084801,974
NY-CMP-1095,Paid Ads,Working Women,29,"Google, Facebook, Instagram",73403,7231,1683,766,311762,337.92,0.2,English,13.19,Youth,2024-08-11,0.09851096004250508,0.10593278937906236,258846.72,1.2044270833333333,6465
NY-CMP-1096,Paid Ads,Premium Shoppers,18,Instagram,71114,1814,870,350,232750,827.25,-0.2,Tamil,4.27,Youth,2024-09-10,0.025508338723739348,0.19294377067254687,289537.5,0.8038682381384104,1464
NY-CMP-1097,Email,Working Women,21,"Email, WhatsApp",96478,3700,1111,711,366876,282.59,0.83,Hindi,5.72,Working Women,2024-11-23,0.0383507120794378,0.19216216216216217,200921.49,1.8259669485827525,2989
NY-CMP-1098,SEO,Working Women,21,Email,96239,3852,2172,1568,460992,110.5,1.66,English,7.89,Working Women,2024-11-19,0.040025353546898866,0.407061266874351,173264.0,2.660633484162896,2284
NY-CMP-1099,Paid Ads,Working Women,22,"Instagram, WhatsApp, Google",15712,2049,698,518,161616,185.06,0.69,English,20.78,Premium Shoppers,2025-03-24,0.13040987780040733,0.2528062469497316,95861.08,1.6859396952339782,1531
NY-CMP-1100,SEO,Tier 2 City Customers,5,"Email, Google, Facebook",65961,3729,1011,805,642390,117.32,5.8,Bengali,8.41,Tier 2 City Customers,2025-01-08,0.05653340610360668,0.21587556985787074,94442.59999999999,6.801909307875896,2924
NY-CMP-1101,Influencer,Working Women,24,"Google, Facebook",91963,9000,4091,1250,507500,150.39,1.7,Hindi,15.59,Youth,2025-01-07,0.09786544588584539,0.1388888888888889,187987.49999999997,2.6996475829509947,7750
NY-CMP-1102,Social Media,Tier 2 City Customers,10,"Email, Instagram, Facebook",41454,6034,2744,1271,441037,64.77,4.36,Tamil,24.24,Premium Shoppers,2024-10-20,0.14555893279297535,0.2106397083195227,82322.67,5.357418557974371,4763
NY-CMP-1103,Paid Ads,Premium Shoppers,27,"Google, YouTube, WhatsApp",62808,3704,743,431,286615,207.69,2.2,Bengali,7.77,Working Women,2025-03-21,0.058973379187364665,0.11636069114470843,89514.39,3.201887428378834,3273
NY-CMP-1104,Social Media,College Students,16,WhatsApp,44568,5722,2794,2033,742045,119.14,2.06,Hindi,23.67,College Students,2025-05-31,0.12838808113444625,0.3552953512757777,242211.62,3.06362262884002,3689
NY-CMP-1105,SEO,Premium Shoppers,23,"Email, WhatsApp",78393,10859,4614,2346,1381794,48.99,11.02,Bengali,22.73,Working Women,2024-08-23,0.13852002092023522,0.21604199281701814,114930.54000000001,12.022861808532353,8513
NY-CMP-1106,SEO,Youth,16,Google,36778,2873,976,338,240656,547.44,0.3,Hindi,11.38,Tier 2 City Customers,2024-11-05,0.0781173527652401,0.11764705882352941,185034.72000000003,1.3005991524185296,2535
NY-CMP-1107,Influencer,Youth,19,Email,29254,3754,1868,942,399408,296.39,0.43,Tamil,22.44,Tier 2 City Customers,2025-01-27,0.12832433171532098,0.2509323388385722,279199.38,1.430547589324876,2812
NY-CMP-1108,SEO,Youth,13,"Facebook, Instagram, YouTube",16762,1911,519,285,180405,1018.44,-0.38,Hindi,16.2,Youth,2024-11-20,0.11400787495525594,0.14913657770800628,290255.4,0.6215388240838929,1626
NY-CMP-1109,Influencer,College Students,8,Facebook,30349,1590,535,416,143104,130.39,1.64,Bengali,8.37,Premium Shoppers,2024-12-23,0.052390523575735606,0.26163522012578616,54242.23999999999,2.638239128767544,1174
NY-CMP-1110,Paid Ads,Working Women,6,"WhatsApp, Instagram, Google",93228,5488,2887,1070,739370,249.36,1.77,Bengali,10.13,College Students,2025-04-29,0.05886643497661647,0.19497084548104957,266815.2,2.7710940006416425,4418
NY-CMP-1111,Influencer,College Students,16,Google,32725,917,353,262,133096,277.31,0.83,Bengali,4.68,Premium Shoppers,2025-05-27,0.028021390374331552,0.2857142857142857,72655.22,1.8318848941617685,655
NY-CMP-1112,Social Media,Tier 2 City Customers,6,"Facebook, Google",37912,2193,1175,779,555427,69.68,9.23,Bengali,10.94,Working Women,2025-06-19,0.057844481958219035,0.35522115823073414,54280.72000000001,10.232491389207805,1414
NY-CMP-1113,Influencer,Youth,28,"WhatsApp, Facebook, Instagram",84684,6830,3006,2183,1403669,37.23,16.27,English,14.19,Working Women,2024-09-13,0.0806527797458788,0.31961932650073205,81273.09,17.271017996239593,4647
NY-CMP-1114,Social Media,Tier 2 City Customers,27,"Facebook, Instagram, YouTube",51006,7110,2461,769,432178,298.91,0.88,Hindi,20.27,College Students,2024-09-26,0.13939536525114693,0.10815752461322081,229861.79,1.8801645980395436,6341
NY-CMP-1115,Influencer,Working Women,10,"WhatsApp, Facebook",71767,10510,5442,3276,1539720,60.15,6.81,Bengali,26.79,Working Women,2025-05-10,0.14644613819722158,0.31170313986679354,197051.4,7.813798836242727,7234
NY-CMP-1116,Paid Ads,College Students,17,"WhatsApp, Facebook, YouTube",92095,9825,4595,2248,1717472,34.81,20.95,English,18.1,Working Women,2024-08-23,0.10668331614094143,0.22880407124681934,78252.88,21.947716173513356,7577
NY-CMP-1117,Paid Ads,Youth,20,Facebook,74063,6065,1600,687,324951,297.63,0.59,Hindi,11.28,College Students,2024-12-15,0.08188974251650621,0.11327287716405605,204471.81,1.5892215166481873,5378
NY-CMP-1118,Social Media,Working Women,13,"Instagram, YouTube, Google",36974,3888,2249,752,407584,182.75,1.97,English,18.63,Premium Shoppers,2024-10-18,0.10515497376534862,0.1934156378600823,137428.0,2.9658002735978113,3136
NY-CMP-1119,Email,Premium Shoppers,15,YouTube,46818,3423,2031,1219,884994,154.12,3.71,Tamil,14.25,Youth,2025-06-13,0.0731129052928361,0.35612036225533156,187872.28,4.7106151051128995,2204
